case_id,clock_std_seconds,failure_count,failure_reason,fallback_count,initialization_failure_reason,initialization_localization_error_m,initialization_stage_success,initialization_synchronization_error_ns,lm_acceptance_mode,map_covariance_mode,map_update_mode,metric_version,num_satellites,num_users,pipeline,prior_mode,prior_radius_m,row_type,seed,sparse_row_type,stage_a_version,stage_b_residual_cost_after,stage_b_residual_cost_before,stage_b_version,stage_c_version,step_a_failure_reason,step_a_localization_error_m,step_a_stage_success,step_a_synchronization_error_ns,step_b_failure_reason,step_b_localization_error_m,step_b_stage_success,step_b_synchronization_error_ns,step_c_failure_reason,step_c_localization_error_m,step_c_stage_success,step_c_synchronization_error_ns,system_model_version,truth_use_blocker,truth_used_for_covariance,truth_used_for_fallback_or_reversion,truth_used_for_initialization,truth_used_for_lm_acceptance,truth_used_for_offline_metrics,truth_used_for_prior_construction,truth_used_for_step_c_acceptance,units_version
std_nu3_ns10_fullmesh_los_clock1us_seed0,1e-06,0,,0,initialization_sync_metric_not_reported_by_legacy_initializer,69095.17702453087,True,,residual_trust_region,residual_scaled_information_pseudoinverse,observable_residual_covariance_checks,legacy_all_clock_metric_pending_v24_reference_relative_recompute,10,3,legacy_surgical_nontruth,prior_ball_R0,100000.0,primary_standard,0,primary,A0_prior_region_il,7.776311448438621,27101043023189.965,B1_residual_trust_region_lm_no_truth_gate,C_surgical_residual_scaled_info_map,,566.249140452735,True,1253.462631089372,,0.0744502771727543,True,491.1531460309657,,0.03623739136921989,True,491.15314406554756,legacy_compatible_all_clock,False,False,False,False,False,True,True,False,legacy_km_range_equivalent_clock_units_with_m_ns_reporting
