row_count,row_type,sparse_row_type,step_b_localization_error_m_mean,step_b_synchronization_error_ns_mean,step_c_improves_step_b_localization_count,step_c_improves_step_b_sync_count,step_c_localization_error_m_mean,step_c_synchronization_error_ns_mean
1,primary_standard,primary,0.0744502771727543,491.1531460309657,1,1,0.03623739136921989,491.15314406554756
