algorithm_accepted_steps,algorithm_converged,algorithm_final_damping,algorithm_final_innovation_norm,algorithm_iteration_count,algorithm_iteration_limit_reached,algorithm_jacobian_rank,algorithm_numerical_failure,algorithm_pi_shape,algorithm_posterior_covariance_trace,algorithm_process_noise_std_km,algorithm_reference_satellite_clock_in_state,algorithm_residual_norm,algorithm_stage,algorithm_state_dim,algorithm_status,algorithm_step_norm,algorithm_theta_dim,algorithm_truth_centered_initialization,algorithm_update_completed,algorithm_upstream_status,algorithm_upstream_success,algorithm_uses_innovation_z_minus_h_pred,baseline_id,baseline_label,case_index,clock_std_ns,cost,estimator_mode,figure_id,full_jcls_scenario_condition_number,full_jcls_scenario_crlb_status,full_jcls_scenario_fim_nullity,full_jcls_scenario_fim_rank,full_jcls_scenario_is_full_rank,full_jcls_scenario_measurement_count,full_jcls_scenario_parameter_dim,nfev,num_satellites,num_users,parameter_dim,position_error_mean_m,position_error_median_m,position_error_rmse_m,range_std_dev_km,rank_metadata_note,rank_metadata_scope,series_value,success,sync_error_mean_s,trial,trial_seed,x_value
15,False,0.6969171937625631,,25,True,23,False,,,1e-05,False,3.9857692113474745,step2_joint_lm_jcls,,updated_not_converged,0.04087101273311367,,False,,,,,coarse_jcls,Coarse JCLS,4,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5480180077436.231,finite_crlb,0,23,True,40,23,25,4,5,23,19036.65316904158,19036.024366359765,19036.653248494466,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,False,2.75289077009651e-06,1,20280679,4
,False,,43.31205211241161,5,,23,False,"[23, 23]",0.14563220433863425,1e-05,False,,step3_dynamic_sci_sfi_information_update,23,updated_upstream_not_converged,,23,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",4,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5480802113919.941,finite_crlb,0,23,True,200,23,5,4,5,23,19597.640623900654,19596.84474812704,19597.640673139183,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,False,2.456486938870504e-06,1,20280679,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,4,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5480180077436.231,finite_crlb,0,23,True,40,23,,4,5,23,6525.0908509737565,6525.471435917624,6525.091935716157,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,True,6.482424986257604e-07,2,20288598,4
12,True,1881.6764231589214,,24,False,23,False,,,1e-05,False,3.0344986822874227,step2_joint_lm_jcls,,converged,4.888780486215024e-12,,False,,,,,coarse_jcls,Coarse JCLS,4,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5480180077436.231,finite_crlb,0,23,True,40,23,24,4,5,23,21642.780868832524,21641.931766132937,21642.780981738655,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,True,5.0350002448885855e-06,2,20288598,4
,True,,709358.4406692442,5,,23,False,"[23, 23]",0.0002910486826855058,1e-05,False,,step3_dynamic_sci_sfi_information_update,23,updated,,23,False,True,converged,True,True,refined_jcls,"Refined JCLS, 0.5 s",4,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5480802113919.941,finite_crlb,0,23,True,200,23,5,4,5,23,106472.037146994,106467.12932195229,106472.03795141731,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,True,4.1777886421265237e-05,2,20288598,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632882203.729195,finite_crlb,0,27,True,60,27,,8,5,27,745.7783361881418,758.2366180532424,746.5386877019803,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,True,5.905934177853282e-07,0,20273769,8
15,False,0.6969171937625634,,25,True,27,False,,,1e-05,False,6.2204223672508485,step2_joint_lm_jcls,,updated_not_converged,0.09247967150071502,,False,,,,,coarse_jcls,Coarse JCLS,5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632882203.729195,finite_crlb,0,27,True,60,27,25,8,5,27,2436.4931907141045,2436.4539992825194,2436.4932051979285,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,False,2.298258014551874e-06,0,20273769,8
,False,,8.155262368422594,5,,27,False,"[27, 27]",0.09031721235707756,1e-05,False,,step3_dynamic_sci_sfi_information_update,27,updated_upstream_not_converged,,27,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632811097.1864,finite_crlb,0,27,True,300,27,5,8,5,27,2385.6688510445993,2385.6369622799907,2385.668859099873,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,False,2.152373027289734e-06,0,20273769,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632882203.729195,finite_crlb,0,27,True,60,27,,8,5,27,745.8068703722677,757.4603066790952,746.5662934326699,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,True,5.905934177853282e-07,1,20281688,8
15,False,0.6969171937625634,,25,True,27,False,,,1e-05,False,5.8020105795666925,step2_joint_lm_jcls,,updated_not_converged,0.255985897114807,,False,,,,,coarse_jcls,Coarse JCLS,5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632882203.729195,finite_crlb,0,27,True,60,27,25,8,5,27,2071.0054680697685,2071.011495271318,2071.0054712189253,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,False,8.761260919859167e-07,1,20281688,8
,False,,16.422157219674308,5,,27,False,"[27, 27]",0.03212263932443301,1e-05,False,,step3_dynamic_sci_sfi_information_update,27,updated_upstream_not_converged,,27,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632811097.1864,finite_crlb,0,27,True,300,27,5,8,5,27,1669.682034440284,1669.6424161711918,1669.6820359037563,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,False,8.112129485108403e-07,1,20281688,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632882203.729195,finite_crlb,0,27,True,60,27,,8,5,27,746.0198905917607,758.2971283168591,746.7755381861026,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,True,5.905934177853282e-07,2,20289607,8
15,False,0.6969171937625634,,25,True,27,False,,,1e-05,False,5.977962039541703,step2_joint_lm_jcls,,updated_not_converged,0.09332654565406158,,False,,,,,coarse_jcls,Coarse JCLS,5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632882203.729195,finite_crlb,0,27,True,60,27,25,8,5,27,2080.2422378322253,2080.179348458413,2080.242248303198,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,False,1.8952636934972808e-06,2,20289607,8
,False,,12.08115364598869,5,,27,False,"[27, 27]",0.07086158204261829,1e-05,False,,step3_dynamic_sci_sfi_information_update,27,updated_upstream_not_converged,,27,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",5,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,50632811097.1864,finite_crlb,0,27,True,300,27,5,8,5,27,1616.3073941868931,1616.2654266830193,1616.3073963556587,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,5,False,1.3179642770831367e-06,2,20289607,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238079403172.587,finite_crlb,0,31,True,70,31,,4,7,31,1142.046137101523,1104.5978342219014,1144.4331253358966,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,True,7.076777332137353e-07,0,20274778,4
15,False,0.696917193762563,,25,True,31,False,,,1e-05,False,6.289107576687753,step2_joint_lm_jcls,,updated_not_converged,0.02053375373575989,,False,,,,,coarse_jcls,Coarse JCLS,6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238079403172.587,finite_crlb,0,31,True,70,31,25,4,7,31,5450.523765807945,5450.656089635785,5450.523855106582,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,2.550380461970096e-06,0,20274778,4
,False,,396.3536278802206,5,,31,False,"[31, 31]",0.01263190061624421,1e-05,False,,step3_dynamic_sci_sfi_information_update,31,updated_upstream_not_converged,,31,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238794451146.469,finite_crlb,0,31,True,350,31,5,4,7,31,5954.91854327879,5954.798766423335,5954.918595918495,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,3.7455672928576625e-06,0,20274778,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238079403172.587,finite_crlb,0,31,True,70,31,,4,7,31,1143.1819872094748,1105.7074916430972,1145.4485782262257,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,True,7.076777332137353e-07,1,20282697,4
15,False,0.696917193762563,,25,True,31,False,,,1e-05,False,6.18509640413642,step2_joint_lm_jcls,,updated_not_converged,0.02520166541177246,,False,,,,,coarse_jcls,Coarse JCLS,6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238079403172.587,finite_crlb,0,31,True,70,31,25,4,7,31,10944.771468094861,10944.901596026531,10944.7714825682,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,1.7489691378057971e-06,1,20282697,4
,False,,798.830221592033,5,,31,False,"[31, 31]",0.007324109038708308,1e-05,False,,step3_dynamic_sci_sfi_information_update,31,updated_upstream_not_converged,,31,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238794451146.469,finite_crlb,0,31,True,350,31,5,4,7,31,15688.181979506513,15688.320764632996,15688.182008362477,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,2.0936400947021917e-06,1,20282697,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238079403172.587,finite_crlb,0,31,True,70,31,,4,7,31,1143.4798083125147,1104.9934573356331,1145.788343465027,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,True,7.076777332137353e-07,2,20290616,4
15,False,0.696917193762563,,25,True,31,False,,,1e-05,False,7.5451529581453745,step2_joint_lm_jcls,,updated_not_converged,0.022262117653345192,,False,,,,,coarse_jcls,Coarse JCLS,6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238079403172.587,finite_crlb,0,31,True,70,31,25,4,7,31,5588.082589502012,5588.155590630851,5588.082632289178,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,1.7046676523859537e-06,2,20290616,4
,False,,67.36914512180476,5,,31,False,"[31, 31]",0.07254744206184915,1e-05,False,,step3_dynamic_sci_sfi_information_update,31,updated_upstream_not_converged,,31,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",6,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,5238794451146.469,finite_crlb,0,31,True,350,31,5,4,7,31,4394.381325289485,4394.400608944666,4394.381350185463,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,1.3346315807656232e-06,2,20290616,4
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10039034011098.377,finite_crlb,0,35,True,98,35,,8,7,35,1505.710095837929,1502.9795882406283,1506.1015790405513,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,True,9.292233481451387e-07,0,20275787,8
14,False,20.907515812876902,,25,True,35,False,,,1e-05,False,16.08453381609717,step2_joint_lm_jcls,,updated_not_converged,0.5271040656231516,,False,,,,,coarse_jcls,Coarse JCLS,7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10039034011098.377,finite_crlb,0,35,True,98,35,25,8,7,35,22498.282421361866,22498.766729186525,22498.282450880375,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,1.0695167562161061e-05,0,20275787,8
,False,,1160.1747408175006,5,,35,False,"[35, 35]",0.0009101138316303069,1e-05,False,,step3_dynamic_sci_sfi_information_update,35,updated_upstream_not_converged,,35,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10040108888629.232,finite_crlb,0,35,True,490,35,5,8,7,35,16865.76108388452,16866.144961197493,16865.76110990216,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,8.19296872589129e-06,0,20275787,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10039034011098.377,finite_crlb,0,35,True,98,35,,8,7,35,1505.8589079123392,1502.6390819250685,1506.2505660227662,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,True,9.292233481451387e-07,1,20283706,8
14,False,20.907515812876902,,25,True,35,False,,,1e-05,False,15.985596054694168,step2_joint_lm_jcls,,updated_not_converged,0.5249971245004864,,False,,,,,coarse_jcls,Coarse JCLS,7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10039034011098.377,finite_crlb,0,35,True,98,35,25,8,7,35,22323.685262768868,22324.180280793862,22323.68529814601,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,1.1166708483146837e-05,1,20283706,8
,False,,4840.904996369771,5,,35,False,"[35, 35]",0.0001990513308339695,1e-05,False,,step3_dynamic_sci_sfi_information_update,35,updated_upstream_not_converged,,35,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10040108888629.232,finite_crlb,0,35,True,490,35,5,8,7,35,21420.453010141995,21421.20328462128,21420.45307375325,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,1.1086337852253252e-05,1,20283706,8
,,,,,,,,,,1e-05,False,,step1_coarse_individual_dl_gn,,,,,False,,,,,without_cooperation,Without cooperation,7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10039034011098.377,finite_crlb,0,35,True,98,35,,8,7,35,1505.945948178318,1502.540648887956,1506.341679715966,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,True,9.292233481451387e-07,2,20291625,8
14,False,20.907515812876902,,25,True,35,False,,,1e-05,False,16.78797278881053,step2_joint_lm_jcls,,updated_not_converged,0.5342960173729956,,False,,,,,coarse_jcls,Coarse JCLS,7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10039034011098.377,finite_crlb,0,35,True,98,35,25,8,7,35,21883.183778434613,21883.642684941366,21883.183794831057,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,9.068481450981689e-06,2,20291625,8
,False,,8089.070163142617,5,,35,False,"[35, 35]",0.00037746140910737124,1e-05,False,,step3_dynamic_sci_sfi_information_update,35,updated_upstream_not_converged,,35,False,True,updated_not_converged,False,True,refined_jcls,"Refined JCLS, 0.5 s",7,1000.0,,v24_three_stage_dynamic,fig5_synchronization_vs_satellites_candidate,10040108888629.232,finite_crlb,0,35,True,490,35,5,8,7,35,16249.980864976114,16250.081578273128,16249.980866331707,,Rank diagnostics use the full gauged V24 theta and scenario links for the selected epoch count; they are not baseline-specific observability claims.,full_jcls_scenario_not_baseline_observability,7,False,6.184091317457973e-06,2,20291625,8
