num_users,mean_position_error_m,mean_sync_error_ns,row_count,fallback_count,failure_count
1,0.29797222998762907,0.4056915164381797,3,3,0
3,0.23533172430409985,0.2669554670482192,3,0,0
5,0.13789746084918322,0.07538794812888894,3,0,0
7,0.07304832227858803,0.0984385706557637,3,0,0
