both_improved_count,max_position_ratio,max_sync_ratio,mean_position_ratio,mean_runtime_seconds,mean_sync_ratio,position_hurt_but_sync_helped_count,position_improved_count,sync_hurt_but_position_helped_count,sync_improved_count,tested_cases,variant
3,0.06165560267124894,0.4793732693993227,0.05200946435616497,0.04699999998168399,0.3404030354055451,0,3,0,3,3,block_scaled_drift_base
3,0.06165560267124894,0.6060433573486529,0.05200946435616497,0.04166666668606922,0.366348752647813,0,3,0,3,3,block_scaled_drift_common_clock_projected
3,0.06165560267124894,0.4793732693993227,0.05200946435616497,0.04133333331750085,0.3404030354055451,0,3,0,3,3,block_scaled_drift_blockwise_update_clip
3,0.07399351045813918,0.6044436520038122,0.06263649646477584,0.042000000015832484,0.3936580096403807,0,3,0,3,3,block_scaled_drift_strong_clock_prior
3,0.036869903506100456,0.3513269372005725,0.03165361240574122,0.025999999993170302,0.24279554267869285,0,3,0,3,3,block_scaled_drift_loose_clock_prior
3,0.07674722388945975,0.659972911571981,0.06398701058131297,0.03666666668141261,0.43986509579631633,0,3,0,3,3,block_scaled_no_drift_common_clock_projected
3,0.07674722388939273,0.7059062156488201,0.06398701058151682,0.035999999983080976,0.4712623356063815,0,3,0,3,3,schur_nuisance_clock_reduced_block_scaled
0,1.0,0.4793732693993227,1.0,0.042000000015832484,0.3404030354055451,0,0,0,3,3,clock_only_step3_after_step_b
