case_id,l0_stage_a_loc_m,l0_stage_b_loc_m,l0_stage_b_sync_ns,l0_stage_c_loc_m,l1_stage_b_close_to_l0,l1_stage_b_loc_m,l1_stage_b_ratio_to_l0,l1_stage_b_sync_ns,l2_stage_b_close_to_l0,l2_stage_b_loc_m,l2_stage_b_ratio_to_l0,l2_stage_b_sync_ns,l2_stage_c_close_to_l0,l2_stage_c_loc_m,l2_stage_c_ratio_to_l0,l2_stage_c_sync_ns,verdict
std_nu3_ns10_fullmesh_los_clock10ns_seed0,5.66221045379746,0.07144244702260096,4.915891366611962,0.07144244702260096,True,0.07440775481810342,1.0415062462035265,4.917708623934116,True,0.07440775481810342,1.0415062462035265,4.917708623934116,True,0.13276438066590662,1.8583403312586193,4.917716540949764,green_light
std_nu3_ns10_fullmesh_los_clock1us_seed0,566.2488293078361,0.0744077569554327,491.9423919278964,0.0744077569554327,True,0.0744077548162389,0.9999999712503926,492.0063863749948,True,0.0744077548162389,0.9999999712503926,492.0063863749948,True,0.1354026786207419,1.8197387498435513,492.00638284191376,green_light
std_nu3_ns4_fullmesh_los_clock1us_seed0,2231.064515289717,0.8799808953306845,481.9167879982868,0.4768526166398049,True,0.9900655648271267,1.125098931216085,481.76267374845156,True,0.9900655648271267,1.125098931216085,481.76267374845156,True,0.7712503598655222,1.6173768014532954,481.7626741552192,green_light
