num_users\num_satellites,3,4,5,6,7,8,9,10,11,12,13,14,15
1,7.211093161284016e-05,3.884265133880135e-05,2.4037814186699316e-05,1.624083762325217e-05,1.1658245545175183e-05,8.748149263096517e-06,6.790597387500138e-06,5.4138010464224386e-06,4.4104562323345755e-06,3.6577645137214792e-06,3.079332862116422e-06,2.6256722612841548e-06,2.263611280100963e-06
3,2.931420538787861e-05,1.7208353608819663e-05,1.1384107917449984e-05,8.12242274339577e-06,6.10556294958388e-06,4.7681156926897185e-06,3.833821219748755e-06,3.1543252098589175e-06,2.6440096077411274e-06,2.2505727291421975e-06,1.940559274773974e-06,1.691738278651786e-06,1.4888561338891536e-06
5,1.9522136362795506e-05,1.2235839364527033e-05,8.51642416130792e-06,6.333901914573892e-06,4.931209597823382e-06,3.969883466498773e-06,3.2787545070058675e-06,2.7631297260802067e-06,2.366910582090958e-06,2.0550165575064144e-06,1.8045278696978652e-06,1.5999170035684606e-06,1.430338544078456e-06
7,1.2493415377978645e-05,7.760795546781699e-06,5.3643751339906975e-06,3.9671017247355045e-06,3.0738005811019167e-06,2.464327365055446e-06,2.0278714984220556e-06,1.7033790362636518e-06,1.4548089496986323e-06,1.2596952569222676e-06,1.1034021827860919e-06,9.760405155723986e-07,8.70719744117222e-07
