baseline_id,baseline_label,case_index,clock_std_ns,condition_number,cost,crlb_status,figure_id,fim_nullity,fim_rank,is_full_rank,measurement_count,nfev,num_satellites,num_users,parameter_dim,position_error_mean_m,position_error_median_m,position_error_rmse_m,range_std_dev_km,series_value,success,sync_error_mean_s,trial,trial_seed,x_value
without_cooperation,Without cooperation,1,10.0,13507539.972650662,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,81.65247893474275,73.61055872494136,83.02616033444384,0.03,clock_sweep,True,6.5542398212988435e-09,9,20340906,10.0
coarse_jcls,Coarse JCLS,1,10.0,13507539.972650662,8.81647227676454,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,141,10,3,21,22676.716690981997,22653.774310449237,22676.759032697395,0.03,clock_sweep,True,2.6209336035520068e-05,9,20340906,10.0
refined_jcls,"Refined JCLS, 0.5 s",1,10.0,13507539.977759982,92.45396062485904,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,80,10,3,21,11502.190839993244,11515.978552880662,11502.216882992134,0.03,clock_sweep,True,1.825411176519142e-05,9,20340906,10.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,59.473277222731326,49.94917070067129,61.1097179567586,0.03,clock_sweep,True,6.93461573854702e-08,0,20270644,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,3.501842232458274,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,200,10,3,21,20168.07906156943,20180.83317625317,20168.108708094915,0.03,clock_sweep,False,3.122318710128567e-05,0,20270644,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,64.68596207440211,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,200,10,3,21,6433.798559986762,6447.165209684045,6433.840752844606,0.03,clock_sweep,False,8.016038254496577e-06,0,20270644,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,62.709205004959976,52.66987100586607,64.79461244117374,0.03,clock_sweep,True,6.93461573854702e-08,1,20278563,100.0
coarse_jcls,Coarse JCLS,2,100.0,13518499.885890637,5.636515955556484,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,52,10,3,21,8060.446670051332,8074.310516257786,8060.681633547904,0.03,clock_sweep,True,9.14735031113037e-06,1,20278563,100.0
refined_jcls,"Refined JCLS, 0.5 s",2,100.0,13518499.90435294,65.67439635726048,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,180,35,10,3,21,3566.101071446097,3568.155731236942,3566.1346497329896,0.03,clock_sweep,True,5.300235023228104e-06,1,20278563,100.0
without_cooperation,Without cooperation,2,100.0,13518499.885890637,,finite_crlb,fig7_synchronization_vs_clock_std,0,21,True,36,,10,3,21,67.70164067697308,70.42174469089855,69.48418766695974,0.03,clock_sweep,True,6.93461573854702e-08,2,20286482,100.0
