arrays_npz,bounds_reportability_status_raw,cache_status,candidate_diagnostic,clock_sigma_ns,clock_sigma_seconds,clock_subspace_estimable,condition_number,convergence_boolean,covariance_method,crlb_clock_ns,crlb_full_rank,crlb_position_m,crlb_status,elapsed_time_s,failure_reason,failure_recorded,fim_rank,fim_saved,graph_average_degree,graph_connected_components,human_signoff_required,jcls_applicable,log10_condition_number,manuscript_ready,measurement_vector_saved,non_final,not_for_manuscript_submission,num_satellites,num_users,product,random_seed,rank_deficiency,row_id,runtime_seconds,satellite_geometry_id,scenario_metadata,single_ue_baseline_only,sl_edge_probability,stage_a_position_by_ue_m,stage_a_position_rmse_m,stage_a_status,stage_a_success,stage_b_position_by_ue_m,stage_b_position_rmse_m,stage_b_status,stage_b_success,stage_b_sync_error_km,stage_b_sync_error_ns,stage_c_position_by_ue_m,stage_c_position_rmse_m,stage_c_status,stage_c_success,stage_c_sync_error_km,stage_c_sync_error_ns,stage_c_used,state_dimension,trial_id,ue_position_subspace_estimable,ue_positions_saved
outputs/wave_results/observability/cache/observability_nu2_ns3_p1p0_c7e-06_t3.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,5.224555811956699e+18,False,,,False,,rank_deficient_diagnostic,,none,False,8,True,1.0,1,True,True,18.718049372942637,False,True,True,True,3,2,observability,102096,2,observability_nu2_ns3_p1p0_c7e-06_t3,0.06300000000010186,seed102096_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.00017463851918392834, 'dl_range_sigma_km_min': 0.00017242753088382804, 'dl_range_sigma_m_max': 0.17463851918392834, 'dl_range_sigma_m_min': 0.17242753088382803, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.00017463851918392834, 'range_sigma_km_min': 8.03019026838478e-05, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 8.03019026838478e-05, 'sl_range_sigma_km_min': 8.03019026838478e-05, 'sl_range_sigma_m_max': 0.08030190268384779, 'sl_range_sigma_m_min': 0.08030190268384779, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 20.426800195573435, 'snr_db_min': 19.699116017589745}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,19053.841928968595;19052.61194961854,19053.226949218715,converged,True,24661.316578396123;24654.16711180595,24657.74210422286,rank_deficient_updated,False,9.522613848086149,31764.020721582492,24661.311868314682;24654.162407445965,24657.737397001783,updated,True,9.522613302485338,31764.018901654083,True,10,3,True,True
outputs/wave_results/observability/cache/observability_nu2_ns3_p1p0_c7e-06_t4.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,6.5450466789755304e+16,False,,,False,,rank_deficient_diagnostic,,none,False,7,True,1.0,1,True,True,16.81591274826633,False,True,True,True,3,2,observability,102097,3,observability_nu2_ns3_p1p0_c7e-06_t4,0.07799999999997453,seed102097_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.00017466348539095378, 'dl_range_sigma_km_min': 0.00017242426925531391, 'dl_range_sigma_m_max': 0.17466348539095378, 'dl_range_sigma_m_min': 0.17242426925531393, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.00017466348539095378, 'range_sigma_km_min': 6.55915384832677e-06, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 6.55915384832677e-06, 'sl_range_sigma_km_min': 6.55915384832677e-06, 'sl_range_sigma_m_max': 0.00655915384832677, 'sl_range_sigma_m_min': 0.00655915384832677, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 42.18436055575867, 'snr_db_min': 19.69787437731037}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,17663.763292150477;17667.920976879,17665.84225682947,converged,True,72069.54841268793;72068.6808805559,72069.11464792729,rank_deficient_updated,False,33.94025895054348,113212.51767629018,72069.54976767139;72068.68224017463,72069.11600522837,updated,True,33.94025960080072,113212.51984531486,True,10,4,True,True
outputs/wave_results/observability/cache/observability_nu2_ns4_p1p0_c7e-06_t0.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,1.1823090616074254e+17,False,,,False,,rank_deficient_diagnostic,,none,False,10,True,1.0,1,True,True,17.072731018174473,False,True,True,True,4,2,observability,102124,1,observability_nu2_ns4_p1p0_c7e-06_t0,0.06300000000010186,seed102124_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.00017781309828216493, 'dl_range_sigma_km_min': 0.0001724362575613275, 'dl_range_sigma_m_max': 0.17781309828216493, 'dl_range_sigma_m_min': 0.1724362575613275, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.00017781309828216493, 'range_sigma_km_min': 3.239542048245849e-05, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 3.239542048245849e-05, 'sl_range_sigma_km_min': 3.239542048245849e-05, 'sl_range_sigma_m_max': 0.032395420482458484, 'sl_range_sigma_m_min': 0.032395420482458484, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 28.311644481698963, 'snr_db_min': 19.54264183478341}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,3254.5079683214476;2738.7825818371725,3007.7194139781795,converged,True,76289.5574113444;76287.4301913694,76288.4938087713,rank_deficient_updated,False,30.00253548693641,100077.68603350392,76289.59689365246;76287.47037044773,76288.53363945962,updated,True,30.002551970890153,100077.74101805508,True,11,0,True,True
outputs/wave_results/observability/cache/observability_nu2_ns4_p1p0_c7e-06_t1.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,5.2273869277967206e+17,False,,,False,,rank_deficient_diagnostic,,none,False,10,True,1.0,1,True,True,17.718284647483962,False,True,True,True,4,2,observability,102125,1,observability_nu2_ns4_p1p0_c7e-06_t1,0.1089999999999236,seed102125_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.00017609914541928673, 'dl_range_sigma_km_min': 0.000172444691286942, 'dl_range_sigma_m_max': 0.17609914541928673, 'dl_range_sigma_m_min': 0.172444691286942, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.00017609914541928673, 'range_sigma_km_min': 4.925679201021854e-05, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 4.925679201021854e-05, 'sl_range_sigma_km_min': 4.925679201021854e-05, 'sl_range_sigma_m_max': 0.04925679201021854, 'sl_range_sigma_m_min': 0.04925679201021854, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 24.671994433177147, 'snr_db_min': 19.62677185324867}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,13973.43982624723;14007.046454786669,13990.253231523437,converged,True,15099.022307889309;15097.335182499888,15098.178768760288,rank_deficient_updated,False,4.743363161379447,15822.156411217815,15098.85375676737;15097.165486484238,15098.009645223754,updated,True,4.743407939431031,15822.30577472043,True,11,1,True,True
outputs/wave_results/observability/cache/observability_nu2_ns4_p1p0_c7e-06_t2.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,8.647811802405726e+16,False,,,False,,rank_deficient_diagnostic,,none,False,10,True,1.0,1,True,True,16.936906229735026,False,True,True,True,4,2,observability,102126,1,observability_nu2_ns4_p1p0_c7e-06_t2,0.09400000000005093,seed102126_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.0001760696965336152, 'dl_range_sigma_km_min': 0.00017245619242160364, 'dl_range_sigma_m_max': 0.1760696965336152, 'dl_range_sigma_m_min': 0.17245619242160365, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.0001760696965336152, 'range_sigma_km_min': 0.00010155372425629003, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 0.00010155372425629003, 'sl_range_sigma_km_min': 0.00010155372425629003, 'sl_range_sigma_m_max': 0.10155372425629003, 'sl_range_sigma_m_min': 0.10155372425629003, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 19.808340955701084, 'snr_db_min': 18.387399811913838}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,48192.495386794566;47653.87021629518,47923.93951981473,converged,True,17789.99183650952;17783.171686658177,17786.582088476647,rank_deficient_updated,False,5.117266498580084,17069.363694866814,17789.992816637383;17783.172657714247,17786.583064069462,updated,True,5.1172668950069475,17069.365017204495,True,11,2,True,True
outputs/wave_results/observability/cache/observability_nu2_ns4_p1p0_c7e-06_t3.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,2.3569326877817544e+16,False,,,False,,rank_deficient_diagnostic,,none,False,10,True,1.0,1,True,True,16.37234717957889,False,True,True,True,4,2,observability,102127,1,observability_nu2_ns4_p1p0_c7e-06_t3,0.07799999999997453,seed102127_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.0001760889869398277, 'dl_range_sigma_km_min': 0.00017243869456447073, 'dl_range_sigma_m_max': 0.17608898693982772, 'dl_range_sigma_m_min': 0.17243869456447072, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.0001760889869398277, 'range_sigma_km_min': 0.00010100643942504152, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 0.00010100643942504152, 'sl_range_sigma_km_min': 0.00010100643942504152, 'sl_range_sigma_m_max': 0.10100643942504152, 'sl_range_sigma_m_min': 0.10100643942504152, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 19.809222293533708, 'snr_db_min': 18.434335666680028}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,30889.123658009426;30839.307214312485,30864.225486949643,converged,True,41933.08342287283;41917.55512928612,41925.319995000355,rank_deficient_updated,False,16.626059103614867,55458.56361608292,41933.21887320296;41917.688119273094,41925.45421538444,updated,True,16.62539182953905,55456.33782934943,True,11,3,True,True
outputs/wave_results/observability/cache/observability_nu2_ns4_p1p0_c7e-06_t4.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,6.125156206590537e+16,False,,,False,,rank_deficient_diagnostic,,none,False,10,True,1.0,1,True,True,16.787117168758247,False,True,True,True,4,2,observability,102128,1,observability_nu2_ns4_p1p0_c7e-06_t4,0.125,seed102128_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.0001761183826706461, 'dl_range_sigma_km_min': 0.00017243235639401728, 'dl_range_sigma_m_max': 0.1761183826706461, 'dl_range_sigma_m_min': 0.17243235639401727, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.0001761183826706461, 'range_sigma_km_min': 5.6800920019613144e-05, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 5.6800920019613144e-05, 'sl_range_sigma_km_min': 5.6800920019613144e-05, 'sl_range_sigma_m_max': 0.05680092001961314, 'sl_range_sigma_m_min': 0.05680092001961314, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 23.43420950517212, 'snr_db_min': 19.625823049574308}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,14274.964346726974;13615.317873043807,13949.040968546053,converged,True,91547.97163275133;91875.09239800255,91711.67786387006,rank_deficient_updated,False,20.962266462087534,69922.59445728795,91557.4130795649;91884.44969457443,91721.07714559631,updated,True,20.96209296127241,69922.01572086384,True,11,4,True,True
outputs/wave_results/observability/cache/observability_nu2_ns5_p1p0_c7e-06_t0.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,1716939957939.394,False,pinv,7480.437516049954,True,10665.21829241407,finite_crlb,,none,False,12,True,1.0,1,True,True,12.23475510797889,False,True,True,True,5,2,observability,102155,0,observability_nu2_ns5_p1p0_c7e-06_t0,0.06300000000010186,seed102155_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.0001777880678272483, 'dl_range_sigma_km_min': 0.00017242617385046288, 'dl_range_sigma_m_max': 0.17778806782724832, 'dl_range_sigma_m_min': 0.17242617385046288, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.0001777880678272483, 'range_sigma_km_min': 9.73750926885254e-05, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 9.73750926885254e-05, 'sl_range_sigma_km_min': 9.73750926885254e-05, 'sl_range_sigma_m_max': 0.0973750926885254, 'sl_range_sigma_m_min': 0.0973750926885254, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 19.809852995875815, 'snr_db_min': 18.752359226734512}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,10552.147795818995;10814.631588884324,10684.195793509738,converged,True,42994.04888781708;42984.17889038735,42989.11417236244,updated_not_converged,False,14.489476437882653,48331.69097897271,42980.903094702924;42971.05121419031,42975.97743675418,updated,True,14.486598821725238,48322.09228467395,True,12,0,True,True
outputs/wave_results/observability/cache/observability_nu2_ns5_p1p0_c7e-06_t1.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,4570796863320.4,False,pinv,7493.675430777219,True,9888.992171990569,finite_crlb,,none,False,12,True,1.0,1,True,True,12.659991920676912,False,True,True,True,5,2,observability,102156,0,observability_nu2_ns5_p1p0_c7e-06_t1,0.1410000000000764,seed102156_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.00017781457942708876, 'dl_range_sigma_km_min': 0.00017243492541301419, 'dl_range_sigma_m_max': 0.17781457942708875, 'dl_range_sigma_m_min': 0.1724349254130142, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.00017781457942708876, 'range_sigma_km_min': 9.194959732570602e-05, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 9.194959732570602e-05, 'sl_range_sigma_km_min': 9.194959732570602e-05, 'sl_range_sigma_m_max': 0.09194959732570603, 'sl_range_sigma_m_min': 0.09194959732570603, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 19.80941215110289, 'snr_db_min': 19.250320274693905}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,10833.178653330568;10996.554923830552,10915.172466062986,converged,True,29922.264526906965;29934.93394566933,29928.59990669277,updated_not_converged,False,9.302088061073665,31028.425875455698,29906.755002320617;29919.440631994745,29913.09848962731,updated,True,9.300643488376375,31023.607299608502,True,12,1,True,True
outputs/wave_results/observability/cache/observability_nu2_ns5_p1p0_c7e-06_t2.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,1652209710874.2185,False,pinv,7103.76736958892,True,11666.580460891066,finite_crlb,,none,False,12,True,1.0,1,True,True,12.218065170402754,False,True,True,True,5,2,observability,102157,0,observability_nu2_ns5_p1p0_c7e-06_t2,0.09400000000005093,seed102157_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.00017782748039528502, 'dl_range_sigma_km_min': 0.00017244078822040713, 'dl_range_sigma_m_max': 0.17782748039528504, 'dl_range_sigma_m_min': 0.17244078822040712, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.00017782748039528502, 'range_sigma_km_min': 8.023056142636464e-05, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 8.023056142636464e-05, 'sl_range_sigma_km_min': 8.023056142636464e-05, 'sl_range_sigma_m_max': 0.08023056142636463, 'sl_range_sigma_m_min': 0.08023056142636463, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 20.434520283013285, 'snr_db_min': 19.541939319632547}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,1513.4656599076193;2462.429992370921,2043.7881214851332,converged,True,56608.15125182621;56611.70624389139,56609.928775764616,updated_not_converged,False,9.501394334840445,31693.24004421901,56608.15076982738;56611.705761721845,56609.92829368042,updated,True,9.501394293772846,31693.23990723224,True,12,2,True,True
outputs/wave_results/observability/cache/observability_nu2_ns5_p1p0_c7e-06_t3.npz,finite_crlb,hit,True,7499.999999999999,7.499999999999999e-06,True,1138481695555.1895,False,pinv,6850.105679339733,True,10684.490670945132,finite_crlb,,none,False,12,True,1.0,1,True,True,12.056326052444986,False,True,True,True,5,2,observability,102158,0,observability_nu2_ns5_p1p0_c7e-06_t3,0.1410000000000764,seed102158_synthetic_visible_leo,"{'clock_drift_reference': '0.5 ppm over 15 s gives 7.5 us, approximately 2.25 km range-domain bias', 'geometry_model': 'manuscript_candidate_mit_stata_synthetic_leo', 'noise': {'beta_interpretation': 'bandwidth_as_rms_bandwidth', 'dl_bandwidth_hz': 20000000.0, 'dl_frequency_hz': 2200000000.0, 'dl_range_sigma_km_max': 0.00017781249716591405, 'dl_range_sigma_km_min': 0.0001724308591506958, 'dl_range_sigma_m_max': 0.17781249716591405, 'dl_range_sigma_m_min': 0.17243085915069578, 'dl_receive_antenna_gain_db': 3.0, 'dl_transmit_antenna_gain_db': 20.0, 'dl_transmit_power_dbm': 55.0, 'implementation_loss_db': 0.0, 'link_budget_model': 'free_space_path_loss_beta_snr_toa', 'noise_density_dbm_per_hz': -174.0, 'range_sigma_km_max': 0.00017781249716591405, 'range_sigma_km_min': 0.00016965360930360353, 'receiver_noise_figure_db': 5.0, 'sigma_scale': 1.0, 'sl_bandwidth_hz': 40000000.0, 'sl_frequency_hz': 5900000000.0, 'sl_range_sigma_km_max': 0.00016965360930360353, 'sl_range_sigma_km_min': 0.00016965360930360353, 'sl_range_sigma_m_max': 0.16965360930360351, 'sl_range_sigma_m_min': 0.16965360930360351, 'sl_receive_antenna_gain_db': 3.0, 'sl_transmit_antenna_gain_db': 3.0, 'sl_transmit_power_dbm': 20.0, 'snr_db_max': 19.80961697922629, 'snr_db_min': 13.93005483824561}, 'sl_graph': {'average_degree': 1.0, 'connected_component_count': 1, 'connected_components': [[1, 2]], 'directed_sl_measurement_count': 2, 'graph_connected': True, 'possible_undirected_edges': 1, 'sl_edge_probability': 1.0, 'undirected_edge_count': 1}, 'sl_undirected_edges': [[1, 2]]}",False,1.0,7842.418225566698;8205.49615823455,8026.010554051828,converged,True,5158.986032559194;5160.85216196171,5159.919181623183,updated_not_converged,False,1.6369315902692947,5460.216048094495,5159.123132136344;5160.989177260588,5160.056239051336,updated,True,1.6369559363990172,5460.297258041819,True,12,3,True,True
