num_users,mean_position_error_m,mean_sync_error_ns,row_count,fallback_count,failure_count
1,0.29797222998762907,0.4056915164381797,3,3,0
3,0.09522008751732569,0.15318522433174692,3,0,0
5,0.08959093466270403,0.09809276065468484,3,0,0
7,0.02289373156617455,0.09902708403644732,3,0,0
