num_users,mean_position_error_m,mean_sync_error_ns,row_count,fallback_count,failure_count
1,0.29797222998762907,0.4056915164381797,3,3,0
3,0.09659864672612932,0.15318743037585134,3,15,0
5,0.07972601075920316,0.09119534352914743,3,15,0
7,0.022653132083850502,0.09902781458681635,3,15,0
