baseline_id,baseline_label,candidate_only,family,manuscript_ready,mean,metric,non_final,series_value,success_rate,trial_count,x_value
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,36.93839198608254,sync_error_ns,True,7,1.0,1,15
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,630.5944097750458,sync_error_ns,True,3,1.0,1,3
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,30.418618080476726,sync_error_ns,True,5,1.0,1,3
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,21.061578712325254,sync_error_ns,True,7,1.0,1,3
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,315.58350175371925,sync_error_ns,True,3,1.0,1,4
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,82.13360701837578,sync_error_ns,True,5,1.0,1,4
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,67.88505267480241,sync_error_ns,True,7,1.0,1,4
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,87.86273978745598,sync_error_ns,True,3,1.0,1,5
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,61.97972079816071,sync_error_ns,True,5,1.0,1,5
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,7.4495082485677635,sync_error_ns,True,7,1.0,1,5
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,31.99546071694812,sync_error_ns,True,3,1.0,1,6
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,93.0316017106956,sync_error_ns,True,5,1.0,1,6
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,20.986060288098123,sync_error_ns,True,7,1.0,1,6
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,20.12784396414809,sync_error_ns,True,3,1.0,1,7
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,116.71842258160211,sync_error_ns,True,5,1.0,1,7
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,45.94099148916693,sync_error_ns,True,7,1.0,1,7
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,52.868379278245584,sync_error_ns,True,3,1.0,1,8
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,146.138403808025,sync_error_ns,True,5,1.0,1,8
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,39.92740905818209,sync_error_ns,True,7,1.0,1,8
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,30.458860742105486,sync_error_ns,True,3,1.0,1,9
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,22.95055053834892,sync_error_ns,True,5,1.0,1,9
refined_jcls,"Refined JCLS, 0.5 s",True,network_size,False,122.33394518568389,sync_error_ns,True,7,1.0,1,9
without_cooperation,Without cooperation,True,network_size,False,808.5460132473526,sync_error_ns,True,1,1.0,1,10
without_cooperation,Without cooperation,True,network_size,False,508.3689449987685,sync_error_ns,True,1,1.0,1,11
without_cooperation,Without cooperation,True,network_size,False,937.4953463853432,sync_error_ns,True,1,1.0,1,12
without_cooperation,Without cooperation,True,network_size,False,981.0376503864829,sync_error_ns,True,1,1.0,1,13
without_cooperation,Without cooperation,True,network_size,False,818.8422246163873,sync_error_ns,True,1,1.0,1,14
without_cooperation,Without cooperation,True,network_size,False,570.0630880161622,sync_error_ns,True,1,1.0,1,15
without_cooperation,Without cooperation,True,network_size,False,1082.5522706879515,sync_error_ns,True,1,1.0,1,3
without_cooperation,Without cooperation,True,network_size,False,1124.415014987164,sync_error_ns,True,1,1.0,1,4
without_cooperation,Without cooperation,True,network_size,False,661.7915256642905,sync_error_ns,True,1,1.0,1,5
without_cooperation,Without cooperation,True,network_size,False,911.2062225126856,sync_error_ns,True,1,1.0,1,6
without_cooperation,Without cooperation,True,network_size,False,620.3453281116575,sync_error_ns,True,1,1.0,1,7
without_cooperation,Without cooperation,True,network_size,False,819.4815904759175,sync_error_ns,True,1,1.0,1,8
without_cooperation,Without cooperation,True,network_size,False,1048.1881285116729,sync_error_ns,True,1,1.0,1,9
