num_users,mean_position_error_m,mean_sync_error_ns,row_count,fallback_count,failure_count
1,0.29797222998762907,0.4056915164381797,3,3,0
3,0.23234554839079644,0.2647918939759172,3,0,0
5,0.13205038526466642,0.07438110627080473,3,0,0
7,0.07606034451781331,0.09889871738876813,3,0,0
