num_users,mean_position_error_m,mean_sync_error_ns,row_count,fallback_count,failure_count
1,0.29797222998762907,0.4056915164381797,3,3,0
3,0.23512208840836388,0.26684361818226077,3,0,0
5,0.1339778400107126,0.09593833604840299,3,0,0
7,0.07577025784971932,0.09900855538826289,3,0,0
