all_full_rank,baseline_id,baseline_label,clock_std_ns,failure_rate,figure_id,max_condition_number,max_fim_nullity,mean,median,metric_field,min_fim_rank,num_satellites,num_users,rmse,series_value,standard_error,std,success_rate,trial_count,x_value
True,coarse_jcls,Coarse JCLS,1000.0,0.0,fig4_localization_vs_satellites_candidate,3.8104502621351936e+17,0,82.60398625944309,95.54220616599113,position_error_mean_m,7,4,1,85.2366001490866,1,14.86370510715625,25.744692434315628,1.0,3,4
True,coarse_jcls,Coarse JCLS,1000.0,1.0,fig4_localization_vs_satellites_candidate,1845776706569.0498,0,9454.577383340933,11015.310579000492,position_error_mean_m,15,4,3,10027.783178482325,3,2362.9856090411577,4092.811132413372,0.0,3,4
True,coarse_jcls,Coarse JCLS,1000.0,1.0,fig4_localization_vs_satellites_candidate,6011300846659.629,0,7550.055618364728,5092.60477214853,position_error_mean_m,23,4,5,8665.850600509708,5,3007.7921129919955,5209.648758307086,0.0,3,4
True,coarse_jcls,Coarse JCLS,1000.0,0.6666666666666667,fig4_localization_vs_satellites_candidate,3558977413688.9688,0,6457.442519284753,6248.74595592477,position_error_mean_m,31,4,7,7675.496145237678,7,2933.826612607827,5081.53675363445,0.3333333333333333,3,4
True,coarse_jcls,Coarse JCLS,1000.0,0.0,fig4_localization_vs_satellites_candidate,1.1071578352092136e+17,0,280.95616829829083,281.45172246546787,position_error_mean_m,11,8,1,281.2114647951132,1,8.471110533916791,14.6723938412758,1.0,3,8
True,coarse_jcls,Coarse JCLS,1000.0,0.0,fig4_localization_vs_satellites_candidate,148324175406.41736,0,3333.09244147595,3089.1506326640724,position_error_mean_m,19,8,3,3850.9025485353027,3,1363.8081270639907,2362.184967850183,1.0,3,8
True,coarse_jcls,Coarse JCLS,1000.0,0.33333333333333337,fig4_localization_vs_satellites_candidate,123111275394.85396,0,1410.0816765590055,1674.3673264893525,position_error_mean_m,27,8,5,1511.3074813756364,5,384.5256614938164,666.0179825213214,0.6666666666666666,3,8
True,coarse_jcls,Coarse JCLS,1000.0,0.0,fig4_localization_vs_satellites_candidate,2659986024213.531,0,2534.11314119613,2222.4780424674586,position_error_mean_m,35,8,7,2807.299254751952,7,854.1661704106378,1479.4592052577605,1.0,3,8
True,refined_jcls,"Refined JCLS, 0.5 s",1000.0,0.0,fig4_localization_vs_satellites_candidate,2.6797968991895693e+17,0,228.3702205337615,167.22073534618917,position_error_mean_m,7,4,1,261.62801229167576,1,90.2669906141065,156.34701398997544,1.0,3,4
True,refined_jcls,"Refined JCLS, 0.5 s",1000.0,1.0,fig4_localization_vs_satellites_candidate,1845603001828.0896,0,5864.463337805436,5399.801674405587,position_error_mean_m,15,4,3,5960.61589857731,3,753.9932525919971,1305.954622053453,0.0,3,4
