product,trial_count,num_users,num_satellites,stage_a_position_rmse_m_mean,stage_b_position_rmse_m_mean,stage_c_position_rmse_m_mean,stage_b_sync_error_ns_mean,stage_c_sync_error_ns_mean,stage_b_convergence_probability,stage_c_convergence_probability,fim_rank_mean,condition_number_mean,log10_condition_number_mean,graph_average_degree_mean,graph_connected_probability,clock_sigma_seconds,clock_sigma_ns
clock_tolerance,3,3,8,0.6448136706861055,1419.7323382362083,1419.7521198607976,947.7622501356836,947.7682697027535,0.0,1.0,19.0,980870007157.1136,11.553254512127621,2.0,1.0,1e-10,0.1
clock_tolerance,3,3,8,0.9131484501027985,1359.5193690116155,1359.528124281707,942.8329242725276,942.83736924193,0.6666666666666666,1.0,19.0,144396185029.38016,10.780708273196415,2.0,1.0,1e-09,1.0
clock_tolerance,3,3,8,5.620256885909227,1922.4729749370438,1922.4879617870895,1402.130993116037,1402.138679165788,0.3333333333333333,1.0,19.0,181007022525.4912,11.082753889288107,2.0,1.0,1e-08,10.0
clock_tolerance,3,3,8,52.3552374515441,4350.357674279566,4350.36005015223,2761.7723441270355,2761.7753033311856,0.3333333333333333,1.0,19.0,1089685168645.8545,11.625814478965971,2.0,1.0,1e-07,100.0
clock_tolerance,3,3,8,744.6940413592373,3883.1652135372683,3882.750908795338,3036.0736383792305,3035.5412509771613,0.3333333333333333,1.0,19.0,155885920424.84024,11.114253165263484,2.0,1.0,1e-06,1000.0
clock_tolerance,3,3,8,5653.424483363965,14120.546014703936,14112.286010059956,9498.01092397592,9489.997610050332,0.0,1.0,19.0,57913092908.17748,10.545711428682182,2.0,1.0,7.499999999999999e-06,7499.999999999999
