num_users,num_satellites,measurement_count,state_dimension,cooperative_jcls_attempted,il_position_error_m,lm_position_error_m,map_position_error_m,il_sync_error_s,lm_sync_error_s,map_sync_error_s,fallback_count,failure_count,success,single_ue_policy,lm_acceptance_mode,truth_state_used_for_lm_acceptance,lm_initial_residual_cost,lm_final_residual_cost,lm_cost_decrease,lm_final_damping,lm_convergence_status,lm_accepted_step_count,lm_rejected_step_count,lm_rejection_reasons,map_covariance_mode,map_update_mode,truth_state_used_for_map_covariance,truth_state_used_for_map_acceptance,map_initial_residual_cost,map_final_residual_cost,map_accepted_cost_decrease_min,map_rejected_candidate_count,map_accepted_update_count,map_rejected_update_count,map_fallback_count,map_covariance_trace_before,map_covariance_trace_after,map_covariance_condition_before,map_covariance_condition_after,map_covariance_diagonal_min,map_covariance_diagonal_max,map_update_norm_max,map_finite_covariance,map_symmetric_covariance,map_psd_covariance,map_true_error_before,map_true_error_after,map_fallback_paths,map_rejection_reasons
1,4,4,8,False,0.26229065223009157,0.26229065223009157,0.26229065223009157,2.1421024323915456e-10,2.1421024323915456e-10,2.1421024323915456e-10,1,0,True,noncooperative_clockless_baseline_only,not_attempted_single_ue_baseline,False,,,,,not_attempted,0,0,[],not_attempted_single_ue_baseline,not_attempted_single_ue_baseline,False,False,,,,0,0,0,0,,,,,,,,,,,,,[],[]
1,8,8,12,False,0.23928421797729885,0.23928421797729885,0.23928421797729885,3.740229093377279e-10,3.740229093377279e-10,3.740229093377279e-10,1,0,True,noncooperative_clockless_baseline_only,not_attempted_single_ue_baseline,False,,,,,not_attempted,0,0,[],not_attempted_single_ue_baseline,not_attempted_single_ue_baseline,False,False,,,,0,0,0,0,,,,,,,,,,,,,[],[]
3,4,18,16,True,0.5075302426744286,0.4037257057880629,0.635550056556663,4.99348983331543e-10,4.263001259414965e-10,6.069360163711534e-10,0,0,True,not_applicable,residual_trust_region,False,847367.3738253777,2.4669511515337503,847364.9068742262,0.16666666666666666,converged,2,0,[],diagonal_prior,observable_residual_covariance_checks,False,False,18.299474284363157,22.386709205735098,23.633079202165202,3,2,3,0,81824.54545454544,200.9095368980358,9999.999890011,19663813030.15505,4.751234453677488e-06,28.70143359364005,0.0040598165011588435,True,True,True,,,"[""optimizer_method""]","[""residual_cost_increased""]"
3,8,30,20,True,0.18631112428685268,0.06276217138525185,0.0581065081951968,3.8081072794814545e-10,2.8643793089502853e-10,2.8643892600695427e-10,0,0,True,not_applicable,residual_trust_region,False,2242794.5196978766,8.591073261107768,2242785.9286246155,0.16666666666666666,converged,2,0,[],diagonal_prior,observable_residual_covariance_checks,False,False,39.07561662169179,15.487939811048795,9.10833378578343,3,2,3,0,81828.18181818181,200.9280611920242,9999.999890011,17584928172.498882,9.009412889096455e-05,18.267299937284236,0.0003677939867354399,True,True,True,,,"[""optimizer_method""]","[""residual_cost_increased""]"
