row_id,figure_family,legacy_figure_hint,metric_name,metric_unit,source_case_id,num_users,num_satellites,link_pattern,measurement_count,parameter_dim,unknown_count,fim_rank,fim_nullity,crlb_status,manuscript_crlb_status,plot_value_status,status_code,finite_mask,unavailable_mask,rank_deficient_mask,finite_bound_value,finite_bound_unit,average_ue_peb_km_finite_only,average_clock_bound_s_finite_only,unavailable_reason
synchronization_crlb::rank_grid_nu2_ns3_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns3_all_dl_minimal_sl,2,3,all_dl_minimal_sl,7,10,10,7,3,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu2_ns4_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns4_all_dl_minimal_sl,2,4,all_dl_minimal_sl,9,11,11,9,2,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu2_ns5_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns5_all_dl_minimal_sl,2,5,all_dl_minimal_sl,11,12,12,11,1,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu2_ns6_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns6_all_dl_minimal_sl,2,6,all_dl_minimal_sl,13,13,13,13,0,finite_crlb,finite_full_rank,finite,1,True,False,False,5.88951838096157e-05,s,,5.88951838096157e-05,
synchronization_crlb::rank_grid_nu2_ns7_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns7_all_dl_minimal_sl,2,7,all_dl_minimal_sl,15,14,14,14,0,finite_crlb,finite_full_rank,finite,1,True,False,False,2.345556092798817e-05,s,,2.345556092798817e-05,
synchronization_crlb::rank_grid_nu2_ns8_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns8_all_dl_minimal_sl,2,8,all_dl_minimal_sl,17,15,15,15,0,finite_crlb,finite_full_rank,finite,1,True,False,False,1.7487645623793668e-05,s,,1.7487645623793668e-05,
synchronization_crlb::rank_grid_nu3_ns2_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns2_all_dl_minimal_sl,3,2,all_dl_minimal_sl,8,13,13,8,5,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu3_ns3_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns3_all_dl_minimal_sl,3,3,all_dl_minimal_sl,11,14,14,11,3,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu3_ns4_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns4_all_dl_minimal_sl,3,4,all_dl_minimal_sl,14,15,15,14,1,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu3_ns5_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns5_all_dl_minimal_sl,3,5,all_dl_minimal_sl,17,16,16,16,0,finite_crlb,finite_full_rank,finite,1,True,False,False,1.3521918136261637e-05,s,,1.3521918136261637e-05,
synchronization_crlb::rank_grid_nu3_ns6_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns6_all_dl_minimal_sl,3,6,all_dl_minimal_sl,20,17,17,17,0,finite_crlb,finite_full_rank,finite,1,True,False,False,1.7636422402462964e-05,s,,1.7636422402462964e-05,
synchronization_crlb::rank_grid_nu3_ns7_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns7_all_dl_minimal_sl,3,7,all_dl_minimal_sl,23,18,18,18,0,finite_crlb,finite_full_rank,finite,1,True,False,False,1.204243526272985e-05,s,,1.204243526272985e-05,
synchronization_crlb::rank_grid_nu3_ns8_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns8_all_dl_minimal_sl,3,8,all_dl_minimal_sl,26,19,19,19,0,finite_crlb,finite_full_rank,finite,1,True,False,False,8.788960156017332e-06,s,,8.788960156017332e-06,
synchronization_crlb::rank_grid_nu4_ns2_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns2_all_dl_minimal_sl,4,2,all_dl_minimal_sl,11,17,17,11,6,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu4_ns3_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns3_all_dl_minimal_sl,4,3,all_dl_minimal_sl,15,18,18,15,3,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu4_ns4_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns4_all_dl_minimal_sl,4,4,all_dl_minimal_sl,19,19,19,19,0,finite_crlb,finite_full_rank,finite,1,True,False,False,1.5220662229098196e-05,s,,1.5220662229098196e-05,
synchronization_crlb::rank_grid_nu4_ns5_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns5_all_dl_minimal_sl,4,5,all_dl_minimal_sl,23,20,20,20,0,finite_crlb,finite_full_rank,finite,1,True,False,False,8.048244146191143e-06,s,,8.048244146191143e-06,
synchronization_crlb::rank_grid_nu4_ns6_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns6_all_dl_minimal_sl,4,6,all_dl_minimal_sl,27,21,21,21,0,finite_crlb,finite_full_rank,finite,1,True,False,False,8.358697291034739e-06,s,,8.358697291034739e-06,
synchronization_crlb::rank_grid_nu4_ns7_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns7_all_dl_minimal_sl,4,7,all_dl_minimal_sl,31,22,22,22,0,finite_crlb,finite_full_rank,finite,1,True,False,False,6.216573341259136e-06,s,,6.216573341259136e-06,
synchronization_crlb::rank_grid_nu4_ns8_all_dl_minimal_sl,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns8_all_dl_minimal_sl,4,8,all_dl_minimal_sl,35,23,23,23,0,finite_crlb,finite_full_rank,finite,1,True,False,False,5.031730260568389e-06,s,,5.031730260568389e-06,
synchronization_crlb::rank_grid_nu2_ns2_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns2_dl_only,2,2,dl_only,4,9,9,4,5,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu2_ns3_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns3_dl_only,2,3,dl_only,6,10,10,6,4,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu2_ns4_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns4_dl_only,2,4,dl_only,8,11,11,8,3,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu2_ns5_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns5_dl_only,2,5,dl_only,10,12,12,10,2,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu2_ns6_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns6_dl_only,2,6,dl_only,12,13,13,12,1,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu2_ns7_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns7_dl_only,2,7,dl_only,14,14,14,14,0,finite_crlb,finite_full_rank,finite,1,True,False,False,4.618355559051874e-05,s,,4.618355559051874e-05,
synchronization_crlb::rank_grid_nu2_ns8_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu2_ns8_dl_only,2,8,dl_only,16,15,15,15,0,finite_crlb,finite_full_rank,finite,1,True,False,False,3.7641085937528186e-05,s,,3.7641085937528186e-05,
synchronization_crlb::rank_grid_nu3_ns2_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns2_dl_only,3,2,dl_only,6,13,13,6,7,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu3_ns3_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns3_dl_only,3,3,dl_only,9,14,14,9,5,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu3_ns4_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns4_dl_only,3,4,dl_only,12,15,15,12,3,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu3_ns5_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns5_dl_only,3,5,dl_only,15,16,16,15,1,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu3_ns6_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns6_dl_only,3,6,dl_only,18,17,17,17,0,finite_crlb,finite_full_rank,finite,1,True,False,False,3.154606358109135e-05,s,,3.154606358109135e-05,
synchronization_crlb::rank_grid_nu3_ns7_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns7_dl_only,3,7,dl_only,21,18,18,18,0,finite_crlb,finite_full_rank,finite,1,True,False,False,1.330220974821446e-05,s,,1.330220974821446e-05,
synchronization_crlb::rank_grid_nu3_ns8_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu3_ns8_dl_only,3,8,dl_only,24,19,19,19,0,finite_crlb,finite_full_rank,finite,1,True,False,False,9.37361308191419e-06,s,,9.37361308191419e-06,
synchronization_crlb::rank_grid_nu4_ns2_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns2_dl_only,4,2,dl_only,8,17,17,8,9,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu4_ns3_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns3_dl_only,4,3,dl_only,12,18,18,12,6,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu4_ns4_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns4_dl_only,4,4,dl_only,16,19,19,16,3,rank_deficient_diagnostic,undefined_rank_deficient,unavailable_rank_deficient,0,False,True,True,,,,,rank_deficient_diagnostic
synchronization_crlb::rank_grid_nu4_ns5_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns5_dl_only,4,5,dl_only,20,20,20,20,0,finite_crlb,finite_full_rank,finite,1,True,False,False,0.00014757751074940748,s,,0.00014757751074940748,
synchronization_crlb::rank_grid_nu4_ns6_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns6_dl_only,4,6,dl_only,24,21,21,21,0,finite_crlb,finite_full_rank,finite,1,True,False,False,1.6532615727493182e-05,s,,1.6532615727493182e-05,
synchronization_crlb::rank_grid_nu4_ns7_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns7_dl_only,4,7,dl_only,28,22,22,22,0,finite_crlb,finite_full_rank,finite,1,True,False,False,9.31566022084421e-06,s,,9.31566022084421e-06,
synchronization_crlb::rank_grid_nu4_ns8_dl_only,synchronization_crlb,sync_crlb_0dB_0dB,average_clock_bound,s,rank_grid_nu4_ns8_dl_only,4,8,dl_only,32,23,23,23,0,finite_crlb,finite_full_rank,finite,1,True,False,False,7.135368688224265e-06,s,,7.135368688224265e-06,
