num_users,mean_position_error_m,mean_sync_error_ns,row_count,fallback_count,failure_count
1,0.29797222998762907,0.4056915164381797,3,3,0
3,0.1586652820213507,0.09292596172147075,3,0,0
5,0.0696381320761426,0.1891253442416767,3,0,0
7,0.020171972698560154,0.12402046430147884,3,0,0
