num_users,mean_position_error_m,mean_sync_error_ns,row_count,fallback_count,failure_count
1,0.29797222998762907,0.4056915164381797,3,3,0
3,0.20932809794472107,0.2485152874284744,3,0,0
5,0.16862297839341947,0.08911607514567155,3,0,0
7,0.02337182764661748,0.09902879363010264,3,0,0
